species_indonesia,species_english,species_scientific,search_keywords,min_images,prioritas,fish_group,habitat_type,ornamental_type,local_names
Kerapu mottled,mottled grouper,Mycteroperca rubra,Kerapu mottled; mottled grouper; Mycteroperca rubra; mottled grouper fish,150,HIGH,Kerapu,LAUT,"HIAS, NON HIAS",kerapu mottled
Kerapu minyak,frostback rockcod,Epinephelus bilobatus,Kerapu minyak; frostback rockcod; Epinephelus bilobatus; frostback rockcod fish,150,HIGH,Kerapu,LAUT,NON HIAS,krapu keabuan; kerapu keabuan; kiapu kokoro; lanti
Kerapu merah palsu,six-banded grouper; six-blotch rockcod; sixblotch hind; sixband cod; sixspot rockcod; six-spotted rockcod; sixspot grouper; cave grouper; freckled rock cod; freckled rock-cod,Cephalopholis sexmaculata,Kerapu merah palsu; six-banded grouper; six-blotch rockcod; sixblotch hind; sixband cod; sixspot rockcod; six-spotted rockcod; sixspot grouper; cave grouper; freckled rock cod; freckled rock-cod; Cephalopholis sexmaculata; six-banded grouper; six-blotch rockcod; sixblotch hind; sixband cod; sixspot rockcod; six-spotted rockcod; sixspot grouper; cave grouper; freckled rock cod; freckled rock-cod fish,150,HIGH,Kerapu,LAUT,NON HIAS,balong merah keputihan
Kerapu merah bintik biru,red coral perch; red grouper; vermillion seabass; vermilion rock cod; vermilion grouper; blue-spotted rockcod; coral grouper; coral cod; coral trout; coral hind; coral rockcodÂ,Cephalopholis miniata,Kerapu merah bintik biru; red coral perch; red grouper; vermillion seabass; vermilion rock cod; vermilion grouper; blue-spotted rockcod; coral grouper; coral cod; coral trout; coral hind; coral rockcodÂ; Cephalopholis miniata; red coral perch; red grouper; vermillion seabass; vermilion rock cod; vermilion grouper; blue-spotted rockcod; coral grouper; coral cod; coral trout; coral hind; coral rockcodÂ fish,150,HIGH,Kerapu,"LAUT, PAYAU","HIAS, NON HIAS",keyapu; sunu merah
Kerapu merah asli,swallowtail hawkfish,Cyprinocirrhites polyactis,Kerapu merah asli; swallowtail hawkfish; Cyprinocirrhites polyactis,150,HIGH,Kerapu,LAUT,HIAS,rainbow merah asli
Kerapu merah,garish grouper,Cephalopholis igarashiensis,Kerapu merah; garish grouper; Cephalopholis igarashiensis; garish grouper fish,150,HIGH,Kerapu,LAUT,HIAS,keyapu; kerapu api
Kerapu malabar,greasy grouper; malabar rockcod; malabar grouperÂ,Epinephelus malabaricus,Kerapu malabar; greasy grouper; malabar rockcod; malabar grouperÂ; Epinephelus malabaricus; greasy grouper; malabar rockcod; malabar grouperÂ fish,150,HIGH,Kerapu,"LAUT, PAYAU",NON HIAS,kiapu; okke: kerapu lumpur; kerapu tutul; kerapu karet
Kerapu macan,freckled hind; freckled grouper,Cephalopholis microprion,Kerapu macan; freckled hind; freckled grouper; Cephalopholis microprion; freckled hind; freckled grouper fish,150,HIGH,Kerapu,LAUT,NON HIAS,keyapu
Kerapu lumpur/api coklat/strip 7,bighead grouper; banded grouperÂ,Epinephelus amblycephalus,Kerapu lumpur/api coklat/strip 7; bighead grouper; banded grouperÂ; Epinephelus amblycephalus; bighead grouper; banded grouperÂ fish,150,HIGH,Kerapu,"LAUT, PAYAU",NON HIAS,kerapu lumpur; tujuh ban melintang; kerapu belang; kerapu bendera
Kerapu lumpur tompel,sea bass; one-blotch grouper; one-blotch rockcod; blackspot honeycomb grouper; blackspot grouperÂ,Epinephelus melanostigma,Kerapu lumpur tompel; sea bass; one-blotch grouper; one-blotch rockcod; blackspot honeycomb grouper; blackspot grouperÂ; Epinephelus melanostigma; sea bass; one-blotch grouper; one-blotch rockcod; blackspot honeycomb grouper; blackspot grouperÂ fish,150,HIGH,Kerapu,LAUT,NON HIAS,garopa tompel (sulut)
Kerapu lumpur hitam,red-flushed rock-cod; redmouth rockcod; redmouth groper; redmouth grouperÂ,Aethaloperca rogaa,Kerapu lumpur hitam; red-flushed rock-cod; redmouth rockcod; redmouth groper; redmouth grouperÂ; Aethaloperca rogaa; red-flushed rock-cod; redmouth rockcod; redmouth groper; redmouth grouperÂ fish,150,HIGH,Kerapu,LAUT,NON HIAS,gerape; geurape itam; kerapu hitam ekor putih; kalugini; kurohata; kiapu popokah; okke koka
Kerapu lumpur,striped grouper; banded grouper; laterally-banded grouperÂ,Epinephelus latifasciatus,Kerapu lumpur; striped grouper; banded grouper; laterally-banded grouperÂ; Epinephelus latifasciatus; striped grouper; banded grouper; laterally-banded grouperÂ fish,150,HIGH,Kerapu,LAUT,NON HIAS,kerapu lumpur
Kerapu longnose,longnose hawkfish,Oxycirrhites typus,Kerapu longnose; longnose hawkfish; Oxycirrhites typus,150,HIGH,Kerapu,LAUT,HIAS,kerapu monyong
Kerapu loncat,spotted hawkfish,Cirrhitichthys aprinus,Kerapu loncat; spotted hawkfish; Cirrhitichthys aprinus,150,HIGH,Kerapu,LAUT,HIAS,kerapu loncat; kerapu tokek
Kerapu lodi totol,orange-red pigmy grouper; strawberry hind; strawberry grouper; strawberry rockcod; strawberry codÂ,Cephalopholis spiloparaea,Kerapu lodi totol; orange-red pigmy grouper; strawberry hind; strawberry grouper; strawberry rockcod; strawberry codÂ; Cephalopholis spiloparaea; orange-red pigmy grouper; strawberry hind; strawberry grouper; strawberry rockcod; strawberry codÂ fish,150,HIGH,Kerapu,"LAUT, PAYAU",NON HIAS,keyapu stroberi; kiapu mira polos; okke
Kerapu lodi,rusty hind; rusty grouper,Cephalopholis aitha,Kerapu lodi; rusty hind; rusty grouper; Cephalopholis aitha; rusty hind; rusty grouper fish,150,HIGH,Kerapu,LAUT,NON HIAS,kerapu watu; lodi; kerapu mira
Kerapu ladah,highfin coralgrouper,Plectropomus oligacanthus,Kerapu ladah; highfin coralgrouper; Plectropomus oligacanthus; highfin coralgrouper fish,150,HIGH,Kerapu,LAUT,NON HIAS,kerapu sunu; sunu alo; sunu mira
Kerapu koral,foursaddle grouper,Epinephelus spilotoceps,Kerapu koral; foursaddle grouper; Epinephelus spilotoceps; foursaddle grouper fish,150,HIGH,Kerapu,LAUT,NON HIAS,kerapu botol
Tuna sirip biru pasifik,pacific bluefin tuna,Thunnus orientalis,Tuna sirip biru pasifik; pacific bluefin tuna; Thunnus orientalis; pacific bluefin tuna fish,150,HIGH,Tuna,LAUT,NON HIAS,
Tuna gigi anjing,dogtooth tuna,Gymnosarda unicolor,Tuna gigi anjing; dogtooth tuna; Gymnosarda unicolor; dogtooth tuna fish,150,HIGH,Tuna,LAUT,NON HIAS,tongkol si rara; mambulo; opu
Tuna sirip kuning,yellowfin tuna,Thunnus albacares,Tuna sirip kuning; yellowfin tuna; Thunnus albacares; yellowfin tuna fish,150,HIGH,Tuna,LAUT,NON HIAS,gelang kawung; balang kuni; gantarangang; paÃƒÂ¡k; pukeu; rambayan; sisek kuneng;
Lele limbat,catfish,Clarias pseudonieuhofii,Lele limbat; catfish; Clarias pseudonieuhofii,150,HIGH,Lele,TAWAR,NON HIAS,limbat
Lele laut,striped eel catfish,Plotosus lineatus,Lele laut; striped eel catfish; Plotosus lineatus,150,HIGH,Lele,LAUT,NON HIAS,sembilang karang
Lele kembang,catfish,Clarias meladerma,Lele kembang; catfish; Clarias meladerma,150,HIGH,Lele,TAWAR,NON HIAS,lele kembang (jawa); kaliang putiah (padang)
Lele dumbo,north african catfish,Clarias gariepinus,Lele dumbo; north african catfish; Clarias gariepinus,150,HIGH,Lele,TAWAR,NON HIAS,
Lele biru salmon,blue salmon catfish,Neoarius graeffei,Lele biru salmon; blue salmon catfish; Neoarius graeffei,150,HIGH,Lele,"LAUT, PAYAU, TAWAR",NON HIAS,
Lele bagrid,blacklancer catfish,Bagrichthys hypselopterus,Lele bagrid; blacklancer catfish; Bagrichthys hypselopterus,150,HIGH,Baung,TAWAR,"HIAS, NON HIAS",baung layar
Lele,catfish,Clarias microstomus,Lele; catfish; Clarias microstomus,150,HIGH,Lele,TAWAR,NON HIAS,kelih (sumatera); penang (kalimantan)
Patin jambal,djambal  catfish,Pangasius djambal,Patin jambal; djambal  catfish; Pangasius djambal,150,HIGH,Patin,TAWAR,NON HIAS,jambal; bedado
Lele walago,wallago catfish,Wallago leerii,Lele walago; wallago catfish; Wallago leerii,150,HIGH,Tapah,TAWAR,NON HIAS,tapah; lele helicopter
Patin high fin,high fin pimelodus,Pimelodus altissimus,Patin high fin; high fin pimelodus; Pimelodus altissimus; high fin pimelodus fish,150,HIGH,Patin,TAWAR,"HIAS, NON HIAS",
Patin flatnose,flatnose catfish,Ageneiosus pardalis,Patin flatnose; flatnose catfish; Ageneiosus pardalis,150,HIGH,Patin,TAWAR,NON HIAS,
Patin comb-spined,comb-spined catfish,Cinetodus carinatus,Patin comb-spined; comb-spined catfish; Cinetodus carinatus,150,HIGH,Patin,TAWAR,NON HIAS,
Patin cocosoda,cocosoda catfish,Pseudauchenipterus nodosus,Patin cocosoda; cocosoda catfish; Pseudauchenipterus nodosus,150,HIGH,Patin,"PAYAU, TAWAR",NON HIAS,
Patin bloch's,bloch's catfish,Pimelodus blochii,Patin bloch's; bloch's catfish; Pimelodus blochii,150,HIGH,Patin,"PAYAU, TAWAR",NON HIAS,
Patin bangkok,striped catfish,Pangasianodon hypophthalmus,Patin bangkok; striped catfish; Pangasianodon hypophthalmus,150,HIGH,Patin,TAWAR,"HIAS, NON HIAS",patin siam
Patin,catfish,Pangasius humeralis,Patin; catfish; Pangasius humeralis,150,HIGH,Patin,TAWAR,NON HIAS,seladang
Kakap papua,papuan snapper,Lutjanus papuensis,Kakap papua; papuan snapper; Lutjanus papuensis; papuan snapper fish,150,HIGH,Kakap,LAUT,NON HIAS,
Kakap moluccan,moluccan snapper,Lutjanus boutton,Kakap moluccan; moluccan snapper; Lutjanus boutton; moluccan snapper fish,150,HIGH,Kakap,LAUT,NON HIAS,bambangan
Patin goliath,goliath catfish,Brachiplatistoma capapretum,Patin goliath; goliath catfish; Brachiplatistoma capapretum,150,HIGH,Patin,"PAYAU, TAWAR",NON HIAS,
Patin juaro,catfish,Pangasius polyuranodon,Patin juaro; catfish; Pangasius polyuranodon,150,HIGH,Patin,TAWAR,NON HIAS,juaro; sadarin
Patin lawang,catfish,Pangasius nieuwenhuisii,Patin lawang; catfish; Pangasius nieuwenhuisii,150,HIGH,Patin,TAWAR,NON HIAS,lawang (kalimantan timur)
Patin longsnouted,longsnouted catfish,Plicofollis argyropleuron,Patin longsnouted; longsnouted catfish; Plicofollis argyropleuron,150,HIGH,Patin,"LAUT, PAYAU",NON HIAS,manyung jahal
Salmon chum,chum salmon,Oncorhynchus keta,Salmon chum; chum salmon; Oncorhynchus keta; chum salmon fish,150,HIGH,Salmon,"LAUT, PAYAU, TAWAR",NON HIAS,
Salmon bungkuk,pink salmon,Oncorhynchus gorbuscha,Salmon bungkuk; pink salmon; Oncorhynchus gorbuscha; pink salmon fish,150,HIGH,Salmon,"LAUT, PAYAU, TAWAR",NON HIAS,
Salmon atlantic,atlantic salmon,Salmo salar,Salmon atlantic; atlantic salmon; Salmo salar; atlantic salmon fish,150,HIGH,Salmon,TAWAR,NON HIAS,
Salmon,dorado,Salminus brasiliensis,Salmon; dorado; Salminus brasiliensis; dorado fish,150,HIGH,Salmon,TAWAR,NON HIAS,
Kakap yellowback,yellowback basslet,Liopropoma dorsoluteum,Kakap yellowback; yellowback basslet; Liopropoma dorsoluteum; yellowback basslet fish,150,HIGH,Kakap,LAUT,HIAS,betok laut kuning
Kakap tompel,onespot snapper,Lutjanus monostigma,Kakap tompel; onespot snapper; Lutjanus monostigma; onespot snapper fish,150,HIGH,Kakap,"LAUT, PAYAU",NON HIAS,baba; kotoha; roraga; dulit areng (lamongan)
Kakap timor,timor snapper,Lutjanus timoriensis,Kakap timor; timor snapper; Lutjanus timoriensis; timor snapper fish,150,HIGH,Kakap,"LAUT, PAYAU",NON HIAS,bambangan
Kakap tambak,blacktail snapper,Lutjanus fulvus,Kakap tambak; blacktail snapper; Lutjanus fulvus; blacktail snapper fish,150,HIGH,Kakap,"LAUT, PAYAU",NON HIAS,badur; tambak; sala wau; sumpehlea
Kakap sunrise perch,sunrise perch,Caprodon schlegelii,Kakap sunrise perch; sunrise perch; Caprodon schlegelii; sunrise perch fish,150,HIGH,Kakap,LAUT,HIAS,rainbow asli
Kakap ruby,ruby snapper,Etelis carbunculus,Kakap ruby; ruby snapper; Etelis carbunculus; ruby snapper fish,150,HIGH,Kakap,LAUT,NON HIAS,kakap pasifik; merah; bagong; saramia; langkuabo mira; lompa-lompa
Kakap putih japanese,japanese seabass; japanese seaperch,Lateolabrax japonicus,Kakap putih japanese; japanese seabass; japanese seaperch; Lateolabrax japonicus; japanese seabass; japanese seaperch fish,150,HIGH,Kakap,"LAUT, PAYAU, TAWAR",NON HIAS,
Kakap putih,barramundi,Lates calcarifer,Kakap putih; barramundi; Lates calcarifer; barramundi fish,150,HIGH,Kakap,"LAUT, PAYAU, TAWAR",NON HIAS,kakap sejati
Patin wagal,shortbarbel pangasius,Pteropangasius micronemus,Patin wagal; shortbarbel pangasius; Pteropangasius micronemus; shortbarbel pangasius fish,150,HIGH,Patin,TAWAR,NON HIAS,wakal/wagal (jawa); juaro/juara (sumatera; kalbar); lancang (kaltim)
Patin twospot,twospot catfish,Mystus nigriceps,Patin twospot; twospot catfish; Mystus nigriceps,150,HIGH,Patin,TAWAR,NON HIAS,garingan; kebogerang; kelibere; singaringan; berengit
Patin singaringan,catfish,Mystus singaringan,Patin singaringan; catfish; Mystus singaringan,150,HIGH,Patin,TAWAR,NON HIAS,berengit
Patin silver schilbe,silver schilbe catfish,Schilbe uranoscopus,Patin silver schilbe; silver schilbe catfish; Schilbe uranoscopus,150,HIGH,Patin,TAWAR,NON HIAS,
Patin riu,catfish,Pangasius macronema,Patin riu; catfish; Pangasius macronema,150,HIGH,Patin,TAWAR,NON HIAS,rio/rios (kalimantan selatan)
Patin muncung,catfish,Helicophagus waandersii,Patin muncung; catfish; Helicophagus waandersii,150,HIGH,Patin,TAWAR,NON HIAS,patin muncung
Patin mekong besar,giant mekong catfish,Pangasianodon gigas,Patin mekong besar; giant mekong catfish; Pangasianodon gigas,150,HIGH,Patin,TAWAR,NON HIAS,
Kakap merah/kakap bongkok,indonesian snapper,Lutjanus bitaeniatus,Kakap merah/kakap bongkok; indonesian snapper; Lutjanus bitaeniatus; indonesian snapper fish,150,HIGH,Kakap,LAUT,NON HIAS,anggoli; bagong; bambangan; gajah; ganggrang eca; jambian; jarang gigi; kakap pasifik; pasir-pasir; sawu; snapper bungkuk
Tuna sirip biru selatan,southern bluefin tuna,Thunnus maccoyii,Tuna sirip biru selatan; southern bluefin tuna; Thunnus maccoyii; southern bluefin tuna fish,150,HIGH,Tuna,LAUT,NON HIAS,tuna sirip biru; tuna sirip biru; tuna sirip biru; tuna sirip biru
Kerapu batu,rusty hind; rusty grouper,Cephalopholis aitha,Kerapu batu; rusty hind; rusty grouper; Cephalopholis aitha; rusty hind; rusty grouper fish,150,HIGH,Kerapu,LAUT,NON HIAS,kerapu watu; lodi; kerapu mira
Kakap merah,flame snapper,Etelis coruscans,Kakap merah; flame snapper; Etelis coruscans; flame snapper fish,150,HIGH,Kakap,LAUT,NON HIAS,ekor panjang; rahiang
Bandeng lelaki,hawaiian ladyfish,Elops hawaiensis,Bandeng lelaki; hawaiian ladyfish; Elops hawaiensis,150,HIGH,Bandeng,"LAUT, PAYAU, TAWAR",NON HIAS,bandeng lanang
Pink salmon,rainbow trout,Oncorhynchus mykiss,Pink salmon; rainbow trout; Oncorhynchus mykiss; rainbow trout fish,150,HIGH,Salmon,"LAUT, PAYAU, TAWAR",NON HIAS,
Kakap merah utara,northern red snapper,Lutjanus campechanus,Kakap merah utara; northern red snapper; Lutjanus campechanus; northern red snapper fish,150,HIGH,Kakap,LAUT,NON HIAS,
Kakap merah pasifik,pacific red snapper,Lutjanus peru,Kakap merah pasifik; pacific red snapper; Lutjanus peru; pacific red snapper fish,150,HIGH,Kakap,LAUT,NON HIAS,
Kakap merah bakau,mangrove red snapper,Lutjanus argentimaculatus,Kakap merah bakau; mangrove red snapper; Lutjanus argentimaculatus; mangrove red snapper fish,150,HIGH,Kakap,"LAUT, PAYAU, TAWAR",NON HIAS,bambangan; bale tenga; bale tjela; ganggrang eca; ganrang eca; jarang gigi; manggar
Bambangan/kakap merah,malabar red snapper,Lutjanus malabaricus,Bambangan/kakap merah; malabar red snapper; Lutjanus malabaricus; malabar red snapper fish,150,HIGH,Kakap,"LAUT, PAYAU",NON HIAS,koni meinte; ine
Kakap mata kucing,waigieu seaperch,Psammoperca waigiensis civler,Kakap mata kucing; waigieu seaperch; Psammoperca waigiensis civler; waigieu seaperch fish,150,HIGH,Kakap,"LAUT, PAYAU",NON HIAS,
Kakap maori,blubberlip snapper; speckled snapper; maori snapper,Lutjanus rivulatus,Kakap maori; blubberlip snapper; speckled snapper; maori snapper; Lutjanus rivulatus; blubberlip snapper; speckled snapper; maori snapper fish,150,HIGH,Kakap,LAUT,NON HIAS,kampuh; kampo; jenaha konai; baga sangai
Kakap malam,midnight snapper,Macolor macularis,Kakap malam; midnight snapper; Macolor macularis; midnight snapper fish,150,HIGH,Kakap,"LAUT, PAYAU",NON HIAS,teletabis; kumpele terbang asli; sulai asau; tonalu
Kakap mailah/ketambak,bohar snapper,Lutjanus bohar,Kakap mailah/ketambak; bohar snapper; Lutjanus bohar; bohar snapper fish,150,HIGH,Kakap,"LAUT, PAYAU, TAWAR",NON HIAS,ahaang; jareung gigo; kotoha; maya-maya; dapak; kakap batu; jarang gigi; kantoan
Bandeng laki,longjaw bonefish; pacific bonefish,Albula argentea,Bandeng laki; longjaw bonefish; pacific bonefish; Albula argentea,150,HIGH,Bandeng,LAUT,NON HIAS,cerucut
Kakap lodi,topsail chub; blue sea chub,Kyphosus cinerascens,Kakap lodi; topsail chub; blue sea chub; Kyphosus cinerascens; topsail chub; blue sea chub fish,150,HIGH,Kakap,LAUT,NON HIAS,elak; grandang
Kakap laut merah,spinyfin anthia,Giganthias serratospinosus,Kakap laut merah; spinyfin anthia; Giganthias serratospinosus; spinyfin anthia fish,150,HIGH,Kakap,"LAUT, PAYAU",HIAS,
Kakap lane,lane snapper,Lutjanus synagris,Kakap lane; lane snapper; Lutjanus synagris; lane snapper fish,150,HIGH,Kakap,LAUT,NON HIAS,
Gurame,giant gourami,Osphronemus goramy,Gurame; giant gourami; Osphronemus goramy; giant gourami fish,150,HIGH,Gurame,TAWAR,NON HIAS,gurame; kalui; grameh
Kakap kuning hindia,bengal snapper,Lutjanus bengalensis,Kakap kuning hindia; bengal snapper; Lutjanus bengalensis; bengal snapper fish,150,HIGH,Kakap,LAUT,HIAS,kunyit; tanda
Manyung salmon,salmon catfish,Neoarius leptaspis,Manyung salmon; salmon catfish; Neoarius leptaspis,150,HIGH,Manyung,"PAYAU, TAWAR",NON HIAS,
Kakap jenaha,john's snapper,Lutjanus johnii,Kakap jenaha; john's snapper; Lutjanus johnii; john's snapper fish,150,HIGH,Kakap,"LAUT, PAYAU",NON HIAS,baga; cabeh watu; kumbah buha; petehan; kakap unggar
Kakap jarang gigi,yellowstreaked snapper; darktail snapper; maroon seaperch,Lutjanus lemniscatus,Kakap jarang gigi; yellowstreaked snapper; darktail snapper; maroon seaperch; Lutjanus lemniscatus; yellowstreaked snapper; darktail snapper; maroon seaperch fish,150,HIGH,Kakap,LAUT,NON HIAS,cablikan; jarang gigi; ine; kotoha
Kakap indian,indian snapper,Lutjanus madras,Kakap indian; indian snapper; Lutjanus madras; indian snapper fish,150,HIGH,Kakap,LAUT,NON HIAS,cawene
Kakap layar,sailfin snapper,Symphorichthys spilurus,Kakap layar; sailfin snapper; Symphorichthys spilurus; sailfin snapper fish,150,HIGH,Kakap,LAUT,HIAS,tambak kuncir
Bandeng,milkfish,Chanos chanos,Bandeng; milkfish; Chanos chanos,150,HIGH,Bandeng,"LAUT, PAYAU, TAWAR",NON HIAS,bolu (sulawesi)
Cipa-cipa besar,king soldier bream; long-spined red bream,Argyrops spinifer,Cipa-cipa besar; king soldier bream; long-spined red bream; Argyrops spinifer; king soldier bream; long-spined red bream fish,100,MEDIUM,Kakap,LAUT,NON HIAS,cipa besar; abat [madura]
Pari bendera,cowtail stingray,Pastinachus sephen,Pari bendera; cowtail stingray; Pastinachus sephen; cowtail stingray fish,100,MEDIUM,Pari,LAUT,NON HIAS,pari bendera
Pari bintang,whitespotted whipray,Himantura gerrardi,Pari bintang; whitespotted whipray; Himantura gerrardi; whitespotted whipray fish,100,MEDIUM,Pari,LAUT,NON HIAS,pari bintang (bali; lombok); pari super (jakarta); pari batu (jawa)
Pari babi,round ribbontail ray,Taeniurops meyeni,Pari babi; round ribbontail ray; Taeniurops meyeni; round ribbontail ray fish,100,MEDIUM,Pari,LAUT,NON HIAS,
Pari bintik,mangrove whipray,Urogymnus granulatus,Pari bintik; mangrove whipray; Urogymnus granulatus; mangrove whipray fish,100,MEDIUM,Pari,LAUT,NON HIAS,pari ekor putih
Pari duri,round whipray,Himantura pastinacoides,Pari duri; round whipray; Himantura pastinacoides; round whipray fish,100,MEDIUM,Pari,LAUT,NON HIAS,pari duri (jawa); pari aer (jakarta)
