species_indonesia,species_english,nama_latin,nama_daerah,kelompok,jenis_perairan,jenis_konsumsi,jenis_hias,jenis_dilindungi,prioritas,search_keywords,min_images
Kurisi,pale snapper,Etelis radiosus,gurisi,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Etelis radiosus ; Etelis radiosus fish ; ikan Kurisi ; pale snapper fish,50
Kurisi,red yellow snapper,Nemipterus nematophorus,kurisi cambuk ganda; kerisi; tukak; juku eja; kuisi; gurisi,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Nemipterus nematophorus ; Nemipterus nematophorus fish ; ikan Kurisi ; red yellow snapper fish,50
Kurisi,golden threadfin bream,Nemipterus virgatus,kuniran; kuningan,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Nemipterus virgatus ; Nemipterus virgatus fish ; ikan Kurisi ; golden threadfin bream fish,50
Kurisi bali,sharp-toothed jobfish; sharp-thooted basa,Pristipomoides typus,kurisi bali; gurisi,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pristipomoides typus ; Pristipomoides typus fish ; ikan Kurisi bali ; sharp-toothed jobfish; sharp-thooted basa fish,50
Kurisi balinese threadfin,balinese threadfin bream,Nemipterus balinensis,,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Nemipterus balinensis ; Nemipterus balinensis fish ; ikan Kurisi balinese threadfin ; balinese threadfin bream fish,50
Kurisi fivelined threadfin,fivelined threadfin bream,Nemipterus tambuloides,gurisi,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Nemipterus tambuloides ; Nemipterus tambuloides fish ; ikan Kurisi fivelined threadfin ; fivelined threadfin bream fish,50
Kurisi japanese threadfin,japanese threadfin bream,Nemipterus japonicus,gurisi; krisi,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Nemipterus japonicus ; Nemipterus japonicus fish ; ikan Kurisi japanese threadfin ; japanese threadfin bream fish,50
Kurisi perak,rusty jobfish,Aphareus rutilans,kuri; kerisi; tukak; gurisi; kamijan; juku; eja; kresek,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Aphareus rutilans ; Aphareus rutilans fish ; ikan Kurisi perak ; rusty jobfish fish,50
Kurisi ungu,crimson jobfish,Pristipomoides filamentosus,kurisi,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pristipomoides filamentosus ; Pristipomoides filamentosus fish ; ikan Kurisi ungu ; crimson jobfish fish,50
Kurisi yellow-tipped threadfin,yellow-tipped threadfin bream,Nemipterus nematopus,,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Nemipterus nematopus ; Nemipterus nematopus fish ; ikan Kurisi yellow-tipped threadfin ; yellow-tipped threadfin bream fish,50
Kurisi yellowbelly threadfin,yellowbelly threadfin bream,Nemiptures bathyibius,,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Nemiptures bathyibius ; Nemiptures bathyibius fish ; ikan Kurisi yellowbelly threadfin ; yellowbelly threadfin bream fish,50
Kutu laut,northern spined chiton,Acanthopleura gemmata,,Kutu laut,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Acanthopleura gemmata ; Acanthopleura gemmata fish ; ikan Kutu laut ; northern spined chiton fish,50
Kuwe,longfin cavalla,Carangoides ciliarius,putihan,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides ciliarius ; Carangoides ciliarius fish ; ikan Kuwe ; longfin cavalla fish,50
Kuwe,black jack,Caranx lugubris,meah mondo; simba biru; kuwe sirip hitam,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Caranx lugubris ; Caranx lugubris fish ; ikan Kuwe ; black jack fish,50
Kuwe,cottonmouth trevally,Uraspis secunda,selar mulut kapas,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Uraspis secunda ; Uraspis secunda fish ; ikan Kuwe ; cottonmouth trevally fish,50
Kuwe,orangespotted trevally,Carangoides bajad,kuwe abu-abu totol kuning,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides bajad ; Carangoides bajad fish ; ikan Kuwe ; orangespotted trevally fish,50
Kuwe,longnose cavalla; longnose trevally,Carangoides chrysophrys,ikan kwee,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides chrysophrys ; Carangoides chrysophrys fish ; ikan Kuwe ; longnose cavalla; longnose trevally fish,50
Kuwe,coastal trevally,Carangoides coeruleopinnatus,simba lili bonua; tuduh toba; kwee bintik,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides coeruleopinnatus ; Carangoides coeruleopinnatus fish ; ikan Kuwe ; coastal trevally fish,50
Kuwe,bumpnose trevally,Carangoides hedlandensis,kwe abu-abu mata besar,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides hedlandensis ; Carangoides hedlandensis fish ; ikan Kuwe ; bumpnose trevally fish,50
Kuwe,malabar trevally,Carangoides malabaricus,kuwe malabar,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides malabaricus ; Carangoides malabaricus fish ; ikan Kuwe ; malabar trevally fish,50
Kuwe,oblong's trevally,Carangoides oblongus,kwee,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides oblongus ; Carangoides oblongus fish ; ikan Kuwe ; oblong's trevally fish,50
Kuwe,longrakered trevally,Ulua mentalis,terman; cupa; sulir; salem; cakal; terman,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Ulua mentalis ; Ulua mentalis fish ; ikan Kuwe ; longrakered trevally fish,50
Kuwe,shadow trevally,Carangoides dinema,kwe pektoral panjang,Kuwe,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides dinema ; Carangoides dinema fish ; ikan Kuwe ; shadow trevally fish,50
Kuwe,blacktip trevally,Caranx heberi,kwetengguli,Kuwe,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Caranx heberi ; Caranx heberi fish ; ikan Kuwe ; blacktip trevally fish,50
Kuwe,bigeye trevally,Caranx sexfasciatus,putihan; simba,Kuwe,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Caranx sexfasciatus ; Caranx sexfasciatus fish ; ikan Kuwe ; bigeye trevally fish,50
Kuwe,white trevally,Pseudocaranx dentex,kalumbe (bajo),Kuwe,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Pseudocaranx dentex ; Pseudocaranx dentex fish ; ikan Kuwe ; white trevally fish,50
Kuwe abu-abu sirip gelap,big rivoliana [shortfin trevally],Seriola rivoliana,kwe abu-abu sirip gelap,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Seriola rivoliana ; Seriola rivoliana fish ; ikan Kuwe abu-abu sirip gelap ; big rivoliana [shortfin trevally] fish,50
Kuwe bibir tebal,island trevally,Carangoides orthogrammus,,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides orthogrammus ; Carangoides orthogrammus fish ; ikan Kuwe bibir tebal ; island trevally fish,50
Kuwe bintik,smallspotted dart,Trachinotus baillonii,lowang bintik,Kuwe,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Trachinotus baillonii ; Trachinotus baillonii fish ; ikan Kuwe bintik ; smallspotted dart fish,50
Kuwe caudal hitam,giant trevally,Caranx ignobilis,meye,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Caranx ignobilis ; Caranx ignobilis fish ; ikan Kuwe caudal hitam ; giant trevally fish,50
Kuwe ekor kuning,yellowtail tang,Zebrasoma xanthurum,,Kuwe,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Zebrasoma xanthurum ; Zebrasoma xanthurum fish ; ikan Kuwe ekor kuning ; yellowtail tang fish,50
Kuwe kaudal hitam,tille trevally; giant trevally,Caranx tille,ikan kuweh; kwe kaudal hitam,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Caranx tille ; Caranx tille fish ; ikan Kuwe kaudal hitam ; tille trevally; giant trevally fish,50
Kuwe lilin,bludger trevally,Carangoides gymnostethus,bubara; gergarin; langoan gerongsong; kakapas; cepra; tangkolak; kwee lilin,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides gymnostethus ; Carangoides gymnostethus fish ; ikan Kuwe lilin ; bludger trevally fish,50
Kuwe lilin,dusky bluefin jack; bluefin trevally,Caranx melampygus,weti; bobara; lan eti; daja njubah; katombo; gandar; katombo; kalampeto; boboka; gergarin; langoan; garongsong; lamuru batang; masidung; kebo; puka putih; bobara,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Caranx melampygus ; Caranx melampygus fish ; ikan Kuwe lilin ; dusky bluefin jack; bluefin trevally fish,50
Kuwe macan,yellowspotted trevally,Carangoides fulvoguttatus,lolosi; munggirat; bubura; kuweh macan; gergain; langoan; can macanan gading,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides fulvoguttatus ; Carangoides fulvoguttatus fish ; ikan Kuwe macan ; yellowspotted trevally fish,50
Kuwe macan,golden trevally,Gnathanodon speciosus,badong; betonan taras; bibara potong; gerhai; bobara; pidana (sumatera),Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Gnathanodon speciosus ; Gnathanodon speciosus fish ; ikan Kuwe macan ; golden trevally fish,50
Kuwe mata besar,bluespotted trevally,Caranx bucculentus,kuweh mata besar,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Caranx bucculentus ; Caranx bucculentus fish ; ikan Kuwe mata besar ; bluespotted trevally fish,50
Kuwe moncong tumpul bulat,ferdau's cavalla; blue trevally,Carangoides ferdau,kwe moncong tumpul bulat,Kuwe,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides ferdau ; Carangoides ferdau fish ; ikan Kuwe moncong tumpul bulat ; ferdau's cavalla; blue trevally fish,50
Kuwe papua,brassy trevally,Caranx papuensis,nyumba langko kape; simba,Kuwe,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Caranx papuensis ; Caranx papuensis fish ; ikan Kuwe papua ; brassy trevally fish,50
Kuwe pectoral,short pectoralf trevally [amber jack],Seriola dumerili,pendek,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Seriola dumerili ; Seriola dumerili fish ; ikan Kuwe pectoral ; short pectoralf trevally [amber jack] fish,50
Kuwe pectoralf sabit,obliqebanded trevally,Carangoides platiotaenia,kuweh pectoralf sabit,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides platiotaenia ; Carangoides platiotaenia fish ; ikan Kuwe pectoralf sabit ; obliqebanded trevally fish,50
Kuwe rambut,african pompano,Alectis ciliaris,kwe rambut; rambe anoi; bubara; peperek; ibu rambu; kwee rombeh; jebris; jebus; ikan rambut; lowang; nyubba; rambeu mando; simba lili bonua; rambai,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Alectis ciliaris ; Alectis ciliaris fish ; ikan Kuwe rambut ; african pompano fish,50
Kuwe rombeh,indian threadfish,Alectis indicus,jebris; lowang; mando; rambo-rambo; kwee rambut; peperek; ibu rambu; cepa; ramcu,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Alectis indicus ; Alectis indicus fish ; ikan Kuwe rombeh ; indian threadfish fish,50
Kuwe sirip kuning,whitefin trevally,Carangoides equula,kuwe sirip kuning,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides equula ; Carangoides equula fish ; ikan Kuwe sirip kuning ; whitefin trevally fish,50
Kwe abu-abu,dusky bluefin jack; bluefin trevally,Caranx melampygus,weti; bobara; lan eti; daja njubah; katombo; gandar; katombo; kalampeto; boboka; gergarin; langoan; garongsong; lamuru batang; masidung; kebo; puka putih; bobara,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Caranx melampygus ; Caranx melampygus fish ; ikan Kwe abu-abu ; dusky bluefin jack; bluefin trevally fish,50
Lais,long-barbel sheatfish,Kryptoterus limpok,lais,Lais,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Kryptoterus limpok ; Kryptoterus limpok fish ; ikan Lais ; long-barbel sheatfish fish,50
Lais,catfish,Kryptoterus micronema,lais,Lais,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Kryptoterus micronema ; Kryptoterus micronema fish ; ikan Lais ; catfish fish,50
Lais juaro,blue sheatfish,Kryptopterus cryptopterus,,Lais,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,LOW,Kryptopterus cryptopterus ; Kryptopterus cryptopterus fish ; ikan Lais juaro ; blue sheatfish fish,50
Lais muncung,catfish,Phalacronotus micronemus,lais; lais muncung; junggang lais,Patin,"PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Phalacronotus micronemus ; Phalacronotus micronemus fish ; ikan Lais muncung ; catfish fish,50
Lais ompok,butter catfish,Ompok miostoma,lempuk; lepok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok miostoma ; Ompok miostoma fish ; ikan Lais ompok ; butter catfish fish,50
Lais ompok,butter catfish,Ompok binotatus,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok binotatus ; Ompok binotatus fish ; ikan Lais ompok ; butter catfish fish,50
Lais ompok,butter catfish,Ompok borneensis,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok borneensis ; Ompok borneensis fish ; ikan Lais ompok ; butter catfish fish,50
Lais ompok,butter catfish,Ompok brevirictus,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok brevirictus ; Ompok brevirictus fish ; ikan Lais ompok ; butter catfish fish,50
Lais ompok,malay glass fish,Ompok eugeneiatus,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok eugeneiatus ; Ompok eugeneiatus fish ; ikan Lais ompok ; malay glass fish fish,50
Lais ompok,butter catfish,Ompok fumidus,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok fumidus ; Ompok fumidus fish ; ikan Lais ompok ; butter catfish fish,50
Lais ompok,butter catfish,Ompok hypophthalmus,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok hypophthalmus ; Ompok hypophthalmus fish ; ikan Lais ompok ; butter catfish fish,50
Lais ompok,butter catfish,Ompok jaynei,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok jaynei ; Ompok jaynei fish ; ikan Lais ompok ; butter catfish fish,50
Lais ompok,butter catfish,Ompok leiacanthus,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok leiacanthus ; Ompok leiacanthus fish ; ikan Lais ompok ; butter catfish fish,50
Lais ompok,butter catfish,Ompok pluriadiatus,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok pluriadiatus ; Ompok pluriadiatus fish ; ikan Lais ompok ; butter catfish fish,50
Lais ompok,butter catfish,Ompok rhadianurus,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok rhadianurus ; Ompok rhadianurus fish ; ikan Lais ompok ; butter catfish fish,50
Lais ompok,butter catfish,Ompok siluroides,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok siluroides ; Ompok siluroides fish ; ikan Lais ompok ; butter catfish fish,50
Lais ompok,butter catfish,Ompok supernus,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok supernus ; Ompok supernus fish ; ikan Lais ompok ; butter catfish fish,50
Lais ompok,butter catfish,Ompok weberi,ompok,Ompok,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Ompok weberi ; Ompok weberi fish ; ikan Lais ompok ; butter catfish fish,50
Lais timah,sheat catfish,Phalacronotus apogon,bentilap; lais timah,Lais,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Phalacronotus apogon ; Phalacronotus apogon fish ; ikan Lais timah ; sheat catfish fish,50
Lais tipis,glass catfish,Kryptopterus bicirrhis,lais,Lais,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,LOW,Kryptopterus bicirrhis ; Kryptopterus bicirrhis fish ; ikan Lais tipis ; glass catfish fish,50
Lalawak,barb,Barbonymus balleroides,lalawak; baderbang; bader,Barbus,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Barbonymus balleroides ; Barbonymus balleroides fish ; ikan Lalawak ; barb fish,50
Lambe kepala titik putih,snooty wrasse,Cheilinus oxycephalus,bayeman,Bayeman,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cheilinus oxycephalus ; Cheilinus oxycephalus fish ; ikan Lambe kepala titik putih ; snooty wrasse fish,50
Lampan,tinfoil barb,Barbonymus schwanenfeldii,tengadak (kalimantan); kapiat (sumatra); lampan (melayu); lampan; salab; kapiat; lampan; repang-repang,Lampan,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,LOW,Barbonymus schwanenfeldii ; Barbonymus schwanenfeldii fish ; ikan Lampan ; tinfoil barb fish,50
Lamun,seagrass; serrated ribbon seagrass,Cymodocea serrulata,,Rumput laut,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cymodocea serrulata ; Cymodocea serrulata fish ; ikan Lamun ; seagrass; serrated ribbon seagrass fish,50
Layang,japanese scad,Decapterus maruadsi,lajeng,Layang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Decapterus maruadsi ; Decapterus maruadsi fish ; ikan Layang ; japanese scad fish,50
Layang anggur,redtail scad,Decapterus kurroides,malalugis; ronghak; subbo; momar; layang; layah; momar merah,Layang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Decapterus kurroides ; Decapterus kurroides fish ; ikan Layang anggur ; redtail scad fish,50
Layang benggol,indian scad,Decapterus russelli,bengol; korok,Layang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Decapterus russelli ; Decapterus russelli fish ; ikan Layang benggol ; indian scad fish,50
Layang biru,mackerel scad,Decapterus macarellus,pectoralf pendek; layang biru; pectoralf pendek,Layang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Decapterus macarellus ; Decapterus macarellus fish ; ikan Layang biru ; mackerel scad fish,50
Layang deles,shortfin scad,Decapterus macrosoma,,Layang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Decapterus macrosoma ; Decapterus macrosoma fish ; ikan Layang deles ; shortfin scad fish,50
Layang ekor merah,roughear scad,Decapterus tabl,,Layang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Decapterus tabl ; Decapterus tabl fish ; ikan Layang ekor merah ; roughear scad fish,50
Layang lidi,shortfin scad,Decapterus macrosoma,,Layang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Decapterus macrosoma ; Decapterus macrosoma fish ; ikan Layang lidi ; shortfin scad fish,50
Layaran,indo-pacific sailfish; bayonet,Istiophorus platypterus,jangilus; panombuk; geulang paying,Layaran,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Istiophorus platypterus ; Istiophorus platypterus fish ; ikan Layaran ; indo-pacific sailfish; bayonet fish,50
Layur,savalai hairtail,Lepturacanthus savala,jogor; lajur; lajuru; komu; romu; komu kacang; geser; domu,Layur,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Lepturacanthus savala ; Lepturacanthus savala fish ; ikan Layur ; savalai hairtail fish,50
Layur,largehead hairtail,Trichiurus lepturus,layur,Layur,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Trichiurus lepturus ; Trichiurus lepturus fish ; ikan Layur ; largehead hairtail fish,50
Layur merah,taper-tail ribbonfish,Zu elongatus,layur abang,Layur,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Zu elongatus ; Zu elongatus fish ; ikan Layur merah ; taper-tail ribbonfish fish,50
Leggett's rainbowfish,leggett's rainbowfish,Glossolepis leggetti,pelangi papua; pelangi wapoga (irian jaya),Rainbow,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Glossolepis leggetti ; Glossolepis leggetti fish ; ikan Leggett's rainbowfish ; leggett's rainbowfish fish,50
Lemadang,common dolphinfish,Coryphaena hippurus,mahi - mahi,Lemadang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Coryphaena hippurus ; Coryphaena hippurus fish ; ikan Lemadang ; common dolphinfish fish,50
Lemah,false trevally,Lactarius lactarius,lemahan; susu; limat; tana,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Lactarius lactarius ; Lactarius lactarius fish ; ikan Lemah ; false trevally fish,50
Lemah,false trevally,Lectarius lactarius,ikan susu; lapa iaai; kapas-kapas; babete lubangan; tambi-tambi; budo; ramas; lelemah; lemah susu; selah; klemes; silea; ikan batang; raramas,Kuwe,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Lectarius lactarius ; Lectarius lactarius fish ; ikan Lemah ; false trevally fish,50
Lembain,blackeye thicklip,Hemigymnus melapterus,kenari; tikusan biasa,Bayeman,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Hemigymnus melapterus ; Hemigymnus melapterus fish ; ikan Lembain ; blackeye thicklip fish,50
Lemuru,bali sardinella,Sardinella lemuru,sardin; sarden; siro-siro; ciro-ciro; soroi; tengkurung; sebulak; lengguru; teros; sembula; lemuru kucing; protolan; semenit lemuru; seroi; kucingan; tembang mata kucing; tembang moncong,Lemuru,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Sardinella lemuru ; Sardinella lemuru fish ; ikan Lemuru ; bali sardinella fish,50
Lencam,grey large-eye bream,Gymnocranius griseus,diles; gulamah; tiga waja; padi-padi putih; tambak pasir; jangki; ikan kapas laut dalam,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Gymnocranius griseus ; Gymnocranius griseus fish ; ikan Lencam ; grey large-eye bream fish,50
Lencam,brown-headed emperor;brown-headed emperor,Lethrinus hypselopterus,ketamba; matahari,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Lethrinus hypselopterus ; Lethrinus hypselopterus fish ; ikan Lencam ; brown-headed emperor;brown-headed emperor fish,50
Lencam,blue-lined large-eye bream,Gymnocranius robinsoni,lencam,Lencam,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Gymnocranius robinsoni ; Gymnocranius robinsoni fish ; ikan Lencam ; blue-lined large-eye bream fish,50
Lencam,naked-headed sea bream; forktail bigeye bream forktail large-eye bream,Gymnocranius elongatus,mala; ikan asual; asuan; gotila; gopo; ketamba lencam; matahari; ramin dan sikuda.,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Gymnocranius elongatus ; Gymnocranius elongatus fish ; ikan Lencam ; naked-headed sea bream; forktail bigeye bream forktail large-eye bream fish,50
Lencam,blue-lined large-eye bream,Gymnocranius grandoculis,lencam,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Gymnocranius grandoculis ; Gymnocranius grandoculis fish ; ikan Lencam ; blue-lined large-eye bream fish,50
Lencam,grey large-eye bream,Gymnocranius griseus,padi-padi pipih,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Gymnocranius griseus ; Gymnocranius griseus fish ; ikan Lencam ; grey large-eye bream fish,50
Lencam,yellowfin emperor; orange-spotted emperor,Lethrinus erythracanthus,ketambak; jangki,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Lethrinus erythracanthus ; Lethrinus erythracanthus fish ; ikan Lencam ; yellowfin emperor; orange-spotted emperor fish,50
Lencam,small thoothed emperor,Lethrinus microdon,lencam,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Lethrinus microdon ; Lethrinus microdon fish ; ikan Lencam ; small thoothed emperor fish,50
Lencam,spangled emperor,Lethrinus nebulosus,ketamba; ketambak; lecam,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Lethrinus nebulosus ; Lethrinus nebulosus fish ; ikan Lencam ; spangled emperor fish,50
Lencam,longface emperor,Lethrinus olivaceus,lausu (bajo); tambak mongcong; lencam,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Lethrinus olivaceus ; Lethrinus olivaceus fish ; ikan Lencam ; longface emperor fish,50
Lencam,spotcheek emperor,Lethrinus rubrioperculatus,bulan-bulan ; merjung ; lencam,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Lethrinus rubrioperculatus ; Lethrinus rubrioperculatus fish ; ikan Lencam ; spotcheek emperor fish,50
Lencam,slender emperor,Lethrinus variegatus,ketambak; lencam,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Lethrinus variegatus ; Lethrinus variegatus fish ; ikan Lencam ; slender emperor fish,50
Lencam,bigeye emperor; bigeye barenose; big-eye bream; humpnose bigeye-bream; grand-eyed porgy fish; levovagan; humpnose sea-bream; humpnose big-eye bream; large-eyed sea bream,Monotaxis grandoculis,ambangan; bagangan,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Monotaxis grandoculis ; Monotaxis grandoculis fish ; ikan Lencam ; bigeye emperor; bigeye barenose; big-eye bream; humpnose bigeye-bream; grand-eyed porgy fish; levovagan; humpnose sea-bream; humpnose big-eye bream; large-eyed sea bream fish,50
Lencam,dark-brown emperor; sky emperor,Lethrinus mahsena,lencam,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Lethrinus mahsena ; Lethrinus mahsena fish ; ikan Lencam ; dark-brown emperor; sky emperor fish,50
Lencam,blackblotch emperor,Lethrinus semicinctus,popontu lausu (bajo); ketambak; lencam,Lencam,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Lethrinus semicinctus ; Lethrinus semicinctus fish ; ikan Lencam ; blackblotch emperor fish,50
Lencam,blue-lined large-eye bream,Gymnocranius grandoculis,,Lencam,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Gymnocranius grandoculis ; Gymnocranius grandoculis fish ; ikan Lencam ; blue-lined large-eye bream fish,50
Lencam emperor,brown-headed emperor; brown-headed emperor; longfin emperor,Lethrinus erythropterus,ketambak; lencam; ketamba; matahari,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Lethrinus erythropterus ; Lethrinus erythropterus fish ; ikan Lencam emperor ; brown-headed emperor; brown-headed emperor; longfin emperor fish,50
Lencang kuning,humphead bannerfish,Heniochus varius,kambingan; ikan bendera,Kepe-kepe,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Heniochus varius ; Heniochus varius fish ; ikan Lencang kuning ; humphead bannerfish fish,50
Lepo merah,kai stargazer,Uranoscopus kaianus,,Rainbow,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Uranoscopus kaianus ; Uranoscopus kaianus fish ; ikan Lepo merah ; kai stargazer fish,50
Lepo merah,yellowtail stargazer,Uranoscopus cognatus,,Lepu,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Uranoscopus cognatus ; Uranoscopus cognatus fish ; ikan Lepo merah ; yellowtail stargazer fish,50
